95% Lower,95% Upper,Life expectancy at birth,Local Authority,Old Ward Code,Ward,Ward name,end year,gender,start year
82.5,90.6,86.5,"Westminster, City of",00BKGF,E05000635,Harrow Road,11,Female,2007
73.8,77.6,75.7,"Westminster, City of",00BKGF,E05000635,Harrow Road,12,Male,2008
82.0,88.7,85.3,"Westminster, City of",00BKGF,E05000635,Harrow Road,12,Female,2008
74.4,77.8,76.1,"Westminster, City of",00BKGF,E05000635,Harrow Road,13,Male,2009
82.3,88.5,85.4,"Westminster, City of",00BKGF,E05000635,Harrow Road,13,Female,2009
76.1,79.8,77.9,"Westminster, City of",00BKGF,E05000635,Harrow Road,14,Male,2010
82.3,87.7,85.0,"Westminster, City of",00BKGF,E05000635,Harrow Road,14,Female,2010
78.2,82.3,80.3,"Westminster, City of",00BKGG,E05000636,Hyde Park,2003,Male,1999
83.0,87.6,85.3,"Westminster, City of",00BKGG,E05000636,Hyde Park,2003,Female,1999
78.3,82.2,80.3,"Westminster, City of",00BKGG,E05000636,Hyde Park,2004,Male,2000
83.4,88.6,86.0,"Westminster, City of",00BKGG,E05000636,Hyde Park,2004,Female,2000
78.6,82.8,80.7,"Westminster, City of",00BKGG,E05000636,Hyde Park,2005,Male,2001
83.6,89.7,86.6,"Westminster, City of",00BKGG,E05000636,Hyde Park,2005,Female,2001
78.5,83.9,81.2,"Westminster, City of",00BKGG,E05000636,Hyde Park,06,Male,2002
81.5,86.6,84.0,"Westminster, City of",00BKGG,E05000636,Hyde Park,06,Female,2002
79.2,84.7,81.9,"Westminster, City of",00BKGG,E05000636,Hyde Park,07,Male,2003
81.0,85.6,83.3,"Westminster, City of",00BKGG,E05000636,Hyde Park,07,Female,2003
80.5,86.5,83.5,"Westminster, City of",00BKGG,E05000636,Hyde Park,08,Male,2004
82.6,87.9,85.2,"Westminster, City of",00BKGG,E05000636,Hyde Park,08,Female,2004
81.2,88.4,84.8,"Westminster, City of",00BKGG,E05000636,Hyde Park,09,Male,2005
81.9,87.5,84.7,"Westminster, City of",00BKGG,E05000636,Hyde Park,09,Female,2005
80.7,86.8,83.8,"Westminster, City of",00BKGG,E05000636,Hyde Park,10,Male,2006
82.0,87.3,84.7,"Westminster, City of",00BKGG,E05000636,Hyde Park,10,Female,2006
80.1,85.7,82.9,"Westminster, City of",00BKGG,E05000636,Hyde Park,11,Male,2007
82.7,88.1,85.4,"Westminster, City of",00BKGG,E05000636,Hyde Park,11,Female,2007
79.4,84.3,81.9,"Westminster, City of",00BKGG,E05000636,Hyde Park,12,Male,2008
82.7,88.4,85.5,"Westminster, City of",00BKGG,E05000636,Hyde Park,12,Female,2008
78.9,83.4,81.2,"Westminster, City of",00BKGG,E05000636,Hyde Park,13,Male,2009
82.9,88.8,85.9,"Westminster, City of",00BKGG,E05000636,Hyde Park,13,Female,2009
78.9,83.5,81.2,"Westminster, City of",00BKGG,E05000636,Hyde Park,14,Male,2010
83.1,88.5,85.8,"Westminster, City of",00BKGG,E05000636,Hyde Park,14,Female,2010
79.5,84.3,81.9,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,2003,Male,1999
86.0,92.4,89.2,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,2003,Female,1999
79.3,83.9,81.6,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,2004,Male,2000
85.6,91.0,88.3,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,2004,Female,2000
79.8,84.8,82.3,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,2005,Male,2001
86.1,91.8,88.9,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,2005,Female,2001
83.1,88.7,85.9,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,06,Male,2002
87.9,93.4,90.7,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,06,Female,2002
85.5,91.7,88.6,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,07,Male,2003
87.8,93.0,90.4,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,07,Female,2003
86.7,94.8,90.7,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,08,Male,2004
88.0,93.6,90.8,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,08,Female,2004
87.6,96.7,92.1,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,09,Male,2005
87.2,92.9,90.0,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,09,Female,2005
87.7,95.8,91.8,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,10,Male,2006
88.2,95.1,91.6,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,10,Female,2006
87.9,96.5,92.2,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,11,Male,2007
88.7,96.9,92.8,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,11,Female,2007
87.0,95.5,91.3,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,12,Male,2008
88.4,96.0,92.2,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,12,Female,2008
85.8,92.4,89.1,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,13,Male,2009
88.2,94.9,91.6,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,13,Female,2009
85.8,92.8,89.3,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,14,Male,2010
89.6,96.6,93.1,"Westminster, City of",00BKGH,E05000637,Knightsbridge and Belgravia,14,Female,2010
80.6,84.5,82.6,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,2003,Male,1999
83.5,88.5,86.0,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,2003,Female,1999
80.7,84.5,82.6,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,2004,Male,2000
82.6,86.9,84.8,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,2004,Female,2000
81.7,86.2,84.0,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,2005,Male,2001
81.8,85.8,83.8,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,2005,Female,2001
79.2,83.3,81.3,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,06,Male,2002
79.6,84.0,81.8,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,06,Female,2002
79.3,83.8,81.6,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,07,Male,2003
81.0,85.5,83.2,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,07,Female,2003
80.1,85.5,82.8,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,08,Male,2004
81.8,85.5,83.7,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,08,Female,2004
80.1,86.0,83.1,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,09,Male,2005
83.2,87.4,85.3,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,09,Female,2005
79.5,85.3,82.4,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,10,Male,2006
83.7,88.7,86.2,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,10,Female,2006
79.7,85.3,82.5,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,11,Male,2007
83.5,88.6,86.1,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,11,Female,2007
80.8,86.2,83.5,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,12,Male,2008
83.4,88.3,85.8,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,12,Female,2008
81.2,86.7,84.0,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,13,Male,2009
84.4,90.3,87.3,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,13,Female,2009
81.5,87.1,84.3,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,14,Male,2010
84.1,88.9,86.5,"Westminster, City of",00BKGJ,E05000638,Lancaster Gate,14,Female,2010
75.8,80.4,78.1,"Westminster, City of",00BKGK,E05000639,Little Venice,2003,Male,1999
82.8,87.8,85.3,"Westminster, City of",00BKGK,E05000639,Little Venice,2003,Female,1999
76.0,80.3,78.1,"Westminster, City of",00BKGK,E05000639,Little Venice,2004,Male,2000
84.1,90.2,87.1,"Westminster, City of",00BKGK,E05000639,Little Venice,2004,Female,2000
76.0,80.3,78.1,"Westminster, City of",00BKGK,E05000639,Little Venice,2005,Male,2001
85.3,93.8,89.5,"Westminster, City of",00BKGK,E05000639,Little Venice,2005,Female,2001
74.9,78.7,76.8,"Westminster, City of",00BKGK,E05000639,Little Venice,06,Male,2002
82.9,89.1,86.0,"Westminster, City of",00BKGK,E05000639,Little Venice,06,Female,2002
75.9,80.0,77.9,"Westminster, City of",00BKGK,E05000639,Little Venice,07,Male,2003
83.0,89.4,86.2,"Westminster, City of",00BKGK,E05000639,Little Venice,07,Female,2003
76.6,81.2,78.9,"Westminster, City of",00BKGK,E05000639,Little Venice,08,Male,2004
82.8,88.8,85.8,"Westminster, City of",00BKGK,E05000639,Little Venice,08,Female,2004
76.0,80.5,78.2,"Westminster, City of",00BKGK,E05000639,Little Venice,09,Male,2005
82.5,88.3,85.4,"Westminster, City of",00BKGK,E05000639,Little Venice,09,Female,2005
76.5,80.9,78.7,"Westminster, City of",00BKGK,E05000639,Little Venice,10,Male,2006
82.7,87.4,85.1,"Westminster, City of",00BKGK,E05000639,Little Venice,10,Female,2006
76.2,80.6,78.4,"Westminster, City of",00BKGK,E05000639,Little Venice,11,Male,2007
82.6,87.2,84.9,"Westminster, City of",00BKGK,E05000639,Little Venice,11,Female,2007
77.3,81.5,79.4,"Westminster, City of",00BKGK,E05000639,Little Venice,12,Male,2008
82.6,87.4,85.0,"Westminster, City of",00BKGK,E05000639,Little Venice,12,Female,2008
78.3,82.5,80.4,"Westminster, City of",00BKGK,E05000639,Little Venice,13,Male,2009
83.2,87.7,85.4,"Westminster, City of",00BKGK,E05000639,Little Venice,13,Female,2009
79.8,84.3,82.1,"Westminster, City of",00BKGK,E05000639,Little Venice,14,Male,2010
84.6,89.6,87.1,"Westminster, City of",00BKGK,E05000639,Little Venice,14,Female,2010
79.0,83.3,81.2,"Westminster, City of",00BKGL,E05000640,Maida Vale,2003,Male,1999
81.0,84.4,82.7,"Westminster, City of",00BKGL,E05000640,Maida Vale,2003,Female,1999
79.7,84.7,82.2,"Westminster, City of",00BKGL,E05000640,Maida Vale,2004,Male,2000
81.3,84.8,83.0,"Westminster, City of",00BKGL,E05000640,Maida Vale,2004,Female,2000
79.6,84.5,82.0,"Westminster, City of",00BKGL,E05000640,Maida Vale,2005,Male,2001
81.6,85.3,83.5,"Westminster, City of",00BKGL,E05000640,Maida Vale,2005,Female,2001
77.0,81.5,79.3,"Westminster, City of",00BKGL,E05000640,Maida Vale,06,Male,2002
80.9,85.0,83.0,"Westminster, City of",00BKGL,E05000640,Maida Vale,06,Female,2002
79.1,84.2,81.7,"Westminster, City of",00BKGL,E05000640,Maida Vale,07,Male,2003
80.7,84.8,82.8,"Westminster, City of",00BKGL,E05000640,Maida Vale,07,Female,2003
78.9,84.2,81.5,"Westminster, City of",00BKGL,E05000640,Maida Vale,08,Male,2004
81.8,86.1,84.0,"Westminster, City of",00BKGL,E05000640,Maida Vale,08,Female,2004
78.8,84.5,81.7,"Westminster, City of",00BKGL,E05000640,Maida Vale,09,Male,2005
82.3,87.1,84.7,"Westminster, City of",00BKGL,E05000640,Maida Vale,09,Female,2005
79.2,84.5,81.9,"Westminster, City of",00BKGL,E05000640,Maida Vale,10,Male,2006
83.1,87.7,85.4,"Westminster, City of",00BKGL,E05000640,Maida Vale,10,Female,2006
79.2,84.1,81.7,"Westminster, City of",00BKGL,E05000640,Maida Vale,11,Male,2007
82.9,87.1,85.0,"Westminster, City of",00BKGL,E05000640,Maida Vale,11,Female,2007
78.5,83.2,80.8,"Westminster, City of",00BKGL,E05000640,Maida Vale,12,Male,2008
82.7,86.7,84.7,"Westminster, City of",00BKGL,E05000640,Maida Vale,12,Female,2008
78.6,83.2,80.9,"Westminster, City of",00BKGL,E05000640,Maida Vale,13,Male,2009
83.8,88.1,86.0,"Westminster, City of",00BKGL,E05000640,Maida Vale,13,Female,2009
79.2,83.8,81.5,"Westminster, City of",00BKGL,E05000640,Maida Vale,14,Male,2010
83.5,87.8,85.6,"Westminster, City of",00BKGL,E05000640,Maida Vale,14,Female,2010
77.9,82.9,80.4,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,2003,Male,1999
82.7,87.8,85.2,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,2003,Female,1999
77.7,82.1,79.9,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,2004,Male,2000
82.8,88.1,85.5,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,2004,Female,2000
77.8,82.4,80.1,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,2005,Male,2001
82.8,88.7,85.8,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,2005,Female,2001
78.3,83.0,80.7,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,06,Male,2002
82.2,86.8,84.5,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,06,Female,2002
78.5,83.0,80.7,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,07,Male,2003
82.7,87.2,85.0,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,07,Female,2003
80.8,85.5,83.1,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,08,Male,2004
83.8,88.6,86.2,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,08,Female,2004
82.5,88.1,85.3,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,09,Male,2005
82.9,87.8,85.3,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,09,Female,2005
82.1,87.1,84.6,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,10,Male,2006
82.2,87.7,84.9,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,10,Female,2006
82.8,88.3,85.6,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,11,Male,2007
82.1,87.4,84.7,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,11,Female,2007
82.7,88.3,85.5,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,12,Male,2008
82.5,88.2,85.3,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,12,Female,2008
81.4,87.6,84.5,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,13,Male,2009
82.9,88.3,85.6,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,13,Female,2009
81.8,87.4,84.6,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,14,Male,2010
84.5,89.4,87.0,"Westminster, City of",00BKGM,E05000641,Marylebone High Street,14,Female,2010
70.8,75.6,73.2,"Westminster, City of",00BKGN,E05000642,Queens Park,2003,Male,1999
77.5,83.0,80.2,"Westminster, City of",00BKGN,E05000642,Queens Park,2003,Female,1999
71.6,77.3,74.4,"Westminster, City of",00BKGN,E05000642,Queens Park,2004,Male,2000
78.8,84.4,81.6,"Westminster, City of",00BKGN,E05000642,Queens Park,2004,Female,2000
71.4,76.8,74.1,"Westminster, City of",00BKGN,E05000642,Queens Park,2005,Male,2001
77.9,83.3,80.6,"Westminster, City of",00BKGN,E05000642,Queens Park,2005,Female,2001
70.7,74.5,72.6,"Westminster, City of",00BKGN,E05000642,Queens Park,06,Male,2002
77.6,82.1,79.9,"Westminster, City of",00BKGN,E05000642,Queens Park,06,Female,2002
70.8,74.4,72.6,"Westminster, City of",00BKGN,E05000642,Queens Park,07,Male,2003
78.7,83.3,81.0,"Westminster, City of",00BKGN,E05000642,Queens Park,07,Female,2003
71.9,75.5,73.7,"Westminster, City of",00BKGN,E05000642,Queens Park,08,Male,2004
79.2,83.4,81.3,"Westminster, City of",00BKGN,E05000642,Queens Park,08,Female,2004
72.4,75.8,74.1,"Westminster, City of",00BKGN,E05000642,Queens Park,09,Male,2005
79.2,83.2,81.2,"Westminster, City of",00BKGN,E05000642,Queens Park,09,Female,2005
73.2,76.9,75.0,"Westminster, City of",00BKGN,E05000642,Queens Park,10,Male,2006
80.6,84.8,82.7,"Westminster, City of",00BKGN,E05000642,Queens Park,10,Female,2006
73.0,76.8,74.9,"Westminster, City of",00BKGN,E05000642,Queens Park,11,Male,2007
80.1,83.7,81.9,"Westminster, City of",00BKGN,E05000642,Queens Park,11,Female,2007
74.6,78.6,76.6,"Westminster, City of",00BKGN,E05000642,Queens Park,12,Male,2008
80.6,84.1,82.3,"Westminster, City of",00BKGN,E05000642,Queens Park,12,Female,2008
75.1,79.0,77.0,"Westminster, City of",00BKGN,E05000642,Queens Park,13,Male,2009
80.8,84.4,82.6,"Westminster, City of",00BKGN,E05000642,Queens Park,13,Female,2009
76.1,80.2,78.2,"Westminster, City of",00BKGN,E05000642,Queens Park,14,Male,2010
81.3,84.9,83.1,"Westminster, City of",00BKGN,E05000642,Queens Park,14,Female,2010
76.0,78.7,77.4,"Westminster, City of",00BKGP,E05000643,Regents Park,2003,Male,1999
79.1,81.8,80.4,"Westminster, City of",00BKGP,E05000643,Regents Park,2003,Female,1999
75.9,78.6,77.2,"Westminster, City of",00BKGP,E05000643,Regents Park,2004,Male,2000
79.1,81.9,80.5,"Westminster, City of",00BKGP,E05000643,Regents Park,2004,Female,2000
75.7,78.4,77.0,"Westminster, City of",00BKGP,E05000643,Regents Park,2005,Male,2001
79.5,82.3,80.9,"Westminster, City of",00BKGP,E05000643,Regents Park,2005,Female,2001
77.4,80.5,79.0,"Westminster, City of",00BKGP,E05000643,Regents Park,06,Male,2002
83.0,86.2,84.6,"Westminster, City of",00BKGP,E05000643,Regents Park,06,Female,2002
78.1,81.3,79.7,"Westminster, City of",00BKGP,E05000643,Regents Park,07,Male,2003
82.6,86.0,84.3,"Westminster, City of",00BKGP,E05000643,Regents Park,07,Female,2003
78.6,82.2,80.4,"Westminster, City of",00BKGP,E05000643,Regents Park,08,Male,2004
83.9,87.1,85.5,"Westminster, City of",00BKGP,E05000643,Regents Park,08,Female,2004
80.5,84.4,82.5,"Westminster, City of",00BKGP,E05000643,Regents Park,09,Male,2005
84.4,87.9,86.2,"Westminster, City of",00BKGP,E05000643,Regents Park,09,Female,2005
81.9,86.1,84.0,"Westminster, City of",00BKGP,E05000643,Regents Park,10,Male,2006
83.9,87.1,85.5,"Westminster, City of",00BKGP,E05000643,Regents Park,10,Female,2006
81.7,86.0,83.8,"Westminster, City of",00BKGP,E05000643,Regents Park,11,Male,2007
83.7,87.4,85.6,"Westminster, City of",00BKGP,E05000643,Regents Park,11,Female,2007
81.1,85.3,83.2,"Westminster, City of",00BKGP,E05000643,Regents Park,12,Male,2008
84.8,88.7,86.8,"Westminster, City of",00BKGP,E05000643,Regents Park,12,Female,2008
81.9,86.3,84.1,"Westminster, City of",00BKGP,E05000643,Regents Park,13,Male,2009
84.9,88.5,86.7,"Westminster, City of",00BKGP,E05000643,Regents Park,13,Female,2009
81.2,85.4,83.3,"Westminster, City of",00BKGP,E05000643,Regents Park,14,Male,2010
85.7,89.3,87.5,"Westminster, City of",00BKGP,E05000643,Regents Park,14,Female,2010
76.2,80.4,78.3,"Westminster, City of",00BKGQ,E05000644,St Jamess,2003,Male,1999
81.3,86.9,84.1,"Westminster, City of",00BKGQ,E05000644,St Jamess,2003,Female,1999
75.6,80.1,77.8,"Westminster, City of",00BKGQ,E05000644,St Jamess,2004,Male,2000
81.7,87.8,84.8,"Westminster, City of",00BKGQ,E05000644,St Jamess,2004,Female,2000
76.1,80.3,78.2,"Westminster, City of",00BKGQ,E05000644,St Jamess,2005,Male,2001
81.4,86.5,84.0,"Westminster, City of",00BKGQ,E05000644,St Jamess,2005,Female,2001
76.3,80.7,78.5,"Westminster, City of",00BKGQ,E05000644,St Jamess,06,Male,2002
83.9,88.5,86.2,"Westminster, City of",00BKGQ,E05000644,St Jamess,06,Female,2002
76.5,81.3,78.9,"Westminster, City of",00BKGQ,E05000644,St Jamess,07,Male,2003
84.7,89.4,87.0,"Westminster, City of",00BKGQ,E05000644,St Jamess,07,Female,2003
76.5,81.1,78.8,"Westminster, City of",00BKGQ,E05000644,St Jamess,08,Male,2004
84.2,88.6,86.4,"Westminster, City of",00BKGQ,E05000644,St Jamess,08,Female,2004
77.3,82.1,79.7,"Westminster, City of",00BKGQ,E05000644,St Jamess,09,Male,2005
84.0,88.6,86.3,"Westminster, City of",00BKGQ,E05000644,St Jamess,09,Female,2005
78.3,83.8,81.0,"Westminster, City of",00BKGQ,E05000644,St Jamess,10,Male,2006
84.5,88.9,86.7,"Westminster, City of",00BKGQ,E05000644,St Jamess,10,Female,2006
77.7,83.0,80.4,"Westminster, City of",00BKGQ,E05000644,St Jamess,11,Male,2007
84.1,88.5,86.3,"Westminster, City of",00BKGQ,E05000644,St Jamess,11,Female,2007
79.1,84.6,81.8,"Westminster, City of",00BKGQ,E05000644,St Jamess,12,Male,2008
83.9,88.1,86.0,"Westminster, City of",00BKGQ,E05000644,St Jamess,12,Female,2008
79.8,87.1,83.5,"Westminster, City of",00BKGQ,E05000644,St Jamess,13,Male,2009
83.7,88.1,85.9,"Westminster, City of",00BKGQ,E05000644,St Jamess,13,Female,2009
81.0,89.2,85.1,"Westminster, City of",00BKGQ,E05000644,St Jamess,14,Male,2010
84.8,89.2,87.0,"Westminster, City of",00BKGQ,E05000644,St Jamess,14,Female,2010
73.3,76.8,75.0,"Westminster, City of",00BKGR,E05000645,Tachbrook,2003,Male,1999
77.7,81.3,79.5,"Westminster, City of",00BKGR,E05000645,Tachbrook,2003,Female,1999
74.3,77.9,76.1,"Westminster, City of",00BKGR,E05000645,Tachbrook,2004,Male,2000
78.0,81.5,79.8,"Westminster, City of",00BKGR,E05000645,Tachbrook,2004,Female,2000
74.3,78.4,76.4,"Westminster, City of",00BKGR,E05000645,Tachbrook,2005,Male,2001
77.9,81.6,79.7,"Westminster, City of",00BKGR,E05000645,Tachbrook,2005,Female,2001
77.1,81.3,79.2,"Westminster, City of",00BKGR,E05000645,Tachbrook,06,Male,2002
81.1,84.6,82.9,"Westminster, City of",00BKGR,E05000645,Tachbrook,06,Female,2002
77.5,82.2,79.8,"Westminster, City of",00BKGR,E05000645,Tachbrook,07,Male,2003
81.8,85.9,83.9,"Westminster, City of",00BKGR,E05000645,Tachbrook,07,Female,2003
77.9,82.8,80.3,"Westminster, City of",00BKGR,E05000645,Tachbrook,08,Male,2004
82.8,86.9,84.8,"Westminster, City of",00BKGR,E05000645,Tachbrook,08,Female,2004
78.3,83.7,81.0,"Westminster, City of",00BKGR,E05000645,Tachbrook,09,Male,2005
83.6,88.2,85.9,"Westminster, City of",00BKGR,E05000645,Tachbrook,09,Female,2005
79.8,84.4,82.1,"Westminster, City of",00BKGR,E05000645,Tachbrook,10,Male,2006
83.0,87.2,85.1,"Westminster, City of",00BKGR,E05000645,Tachbrook,10,Female,2006
80.7,85.0,82.9,"Westminster, City of",00BKGR,E05000645,Tachbrook,11,Male,2007
81.9,86.1,84.0,"Westminster, City of",00BKGR,E05000645,Tachbrook,11,Female,2007
80.6,84.9,82.8,"Westminster, City of",00BKGR,E05000645,Tachbrook,12,Male,2008
82.4,85.9,84.1,"Westminster, City of",00BKGR,E05000645,Tachbrook,12,Female,2008
81.1,85.5,83.3,"Westminster, City of",00BKGR,E05000645,Tachbrook,13,Male,2009
82.4,86.3,84.3,"Westminster, City of",00BKGR,E05000645,Tachbrook,13,Female,2009
80.7,85.9,83.3,"Westminster, City of",00BKGR,E05000645,Tachbrook,14,Male,2010
82.3,86.1,84.2,"Westminster, City of",00BKGR,E05000645,Tachbrook,14,Female,2010
74.8,79.6,77.2,"Westminster, City of",00BKGS,E05000646,Vincent Square,2003,Male,1999
77.2,81.1,79.1,"Westminster, City of",00BKGS,E05000646,Vincent Square,2003,Female,1999
75.0,79.6,77.3,"Westminster, City of",00BKGS,E05000646,Vincent Square,2004,Male,2000
77.8,81.4,79.6,"Westminster, City of",00BKGS,E05000646,Vincent Square,2004,Female,2000
75.6,80.1,77.8,"Westminster, City of",00BKGS,E05000646,Vincent Square,2005,Male,2001
78.9,82.7,80.8,"Westminster, City of",00BKGS,E05000646,Vincent Square,2005,Female,2001
76.2,80.6,78.4,"Westminster, City of",00BKGS,E05000646,Vincent Square,06,Male,2002
80.1,83.9,82.0,"Westminster, City of",00BKGS,E05000646,Vincent Square,06,Female,2002
77.1,81.5,79.3,"Westminster, City of",00BKGS,E05000646,Vincent Square,07,Male,2003
80.1,83.9,82.0,"Westminster, City of",00BKGS,E05000646,Vincent Square,07,Female,2003
77.3,81.7,79.5,"Westminster, City of",00BKGS,E05000646,Vincent Square,08,Male,2004
82.3,86.0,84.2,"Westminster, City of",00BKGS,E05000646,Vincent Square,08,Female,2004
77.5,81.8,79.6,"Westminster, City of",00BKGS,E05000646,Vincent Square,09,Male,2005
84.2,88.7,86.4,"Westminster, City of",00BKGS,E05000646,Vincent Square,09,Female,2005
77.2,81.4,79.3,"Westminster, City of",00BKGS,E05000646,Vincent Square,10,Male,2006
83.5,88.6,86.0,"Westminster, City of",00BKGS,E05000646,Vincent Square,10,Female,2006
77.9,82.5,80.2,"Westminster, City of",00BKGS,E05000646,Vincent Square,11,Male,2007
82.4,87.2,84.8,"Westminster, City of",00BKGS,E05000646,Vincent Square,11,Female,2007
77.4,81.6,79.5,"Westminster, City of",00BKGS,E05000646,Vincent Square,12,Male,2008
83.4,88.7,86.0,"Westminster, City of",00BKGS,E05000646,Vincent Square,12,Female,2008
77.9,82.0,80.0,"Westminster, City of",00BKGS,E05000646,Vincent Square,13,Male,2009
82.7,87.5,85.1,"Westminster, City of",00BKGS,E05000646,Vincent Square,13,Female,2009
78.1,82.2,80.1,"Westminster, City of",00BKGS,E05000646,Vincent Square,14,Male,2010
82.4,86.9,84.7,"Westminster, City of",00BKGS,E05000646,Vincent Square,14,Female,2010
73.6,78.8,76.2,"Westminster, City of",00BKGT,E05000647,Warwick,2003,Male,1999
81.7,86.4,84.1,"Westminster, City of",00BKGT,E05000647,Warwick,2003,Female,1999
73.9,78.8,76.3,"Westminster, City of",00BKGT,E05000647,Warwick,2004,Male,2000
81.3,86.1,83.7,"Westminster, City of",00BKGT,E05000647,Warwick,2004,Female,2000
74.1,79.0,76.6,"Westminster, City of",00BKGT,E05000647,Warwick,2005,Male,2001
82.3,88.2,85.3,"Westminster, City of",00BKGT,E05000647,Warwick,2005,Female,2001
75.7,80.5,78.1,"Westminster, City of",00BKGT,E05000647,Warwick,06,Male,2002
81.1,84.7,82.9,"Westminster, City of",00BKGT,E05000647,Warwick,06,Female,2002
76.0,80.9,78.4,"Westminster, City of",00BKGT,E05000647,Warwick,07,Male,2003
81.3,85.5,83.4,"Westminster, City of",00BKGT,E05000647,Warwick,07,Female,2003
76.7,81.5,79.1,"Westminster, City of",00BKGT,E05000647,Warwick,08,Male,2004
82.7,87.9,85.3,"Westminster, City of",00BKGT,E05000647,Warwick,08,Female,2004
77.0,82.4,79.7,"Westminster, City of",00BKGT,E05000647,Warwick,09,Male,2005
84.3,90.4,87.4,"Westminster, City of",00BKGT,E05000647,Warwick,09,Female,2005
77.6,83.2,80.4,"Westminster, City of",00BKGT,E05000647,Warwick,10,Male,2006
84.0,89.3,86.7,"Westminster, City of",00BKGT,E05000647,Warwick,10,Female,2006
79.2,84.8,82.0,"Westminster, City of",00BKGT,E05000647,Warwick,11,Male,2007
84.3,90.0,87.2,"Westminster, City of",00BKGT,E05000647,Warwick,11,Female,2007
78.5,83.6,81.0,"Westminster, City of",00BKGT,E05000647,Warwick,12,Male,2008
85.6,91.5,88.6,"Westminster, City of",00BKGT,E05000647,Warwick,12,Female,2008
